SERVICE_TYPE,AGE_GROUP,MEMBER_SEX,YEAR,APPROVED_AMT,Chronic_Condition,Number_of_Visits
OTPT,Baby,M,2017,20183089.97,MoodDisorder,59
OTPT,Baby,M,2018,19419288.41,MoodDisorder,63
OTPT,Child,F,2013,15534524.07,MoodDisorder,10737
OTPT,Child,F,2014,17613377.970000003,MoodDisorder,14066
OTPT,Child,F,2015,20585612.88,MoodDisorder,19409
OTPT,Child,F,2016,21212272.050000004,MoodDisorder,31025
OTPT,Child,F,2017,23080517.29,MoodDisorder,39823
OTPT,Child,F,2018,21023541.76,MoodDisorder,37971
OTPT,Child,M,2013,19483157.939999998,MoodDisorder,14542
OTPT,Child,M,2014,21393184.42,MoodDisorder,19929
OTPT,Child,M,2015,24399274.369999997,MoodDisorder,26194
OTPT,Child,M,2016,25694466.340000007,MoodDisorder,39542
OTPT,Child,M,2017,28175184.809999995,MoodDisorder,50330
OTPT,Child,M,2018,23611522,MoodDisorder,44510
OTPT,Middle Age,F,2013,25297355.14,MoodDisorder,58119
OTPT,Middle Age,F,2014,27978943.900000006,MoodDisorder,75383
OTPT,Middle Age,F,2015,32227171.230000004,MoodDisorder,90976
OTPT,Middle Age,F,2016,32072051.019999996,MoodDisorder,143740
OTPT,Middle Age,F,2017,34602019.36,MoodDisorder,175407
OTPT,Middle Age,F,2018,18202307.930000003,MoodDisorder,99553
OTPT,Middle Age,M,2013,16123964.69,MoodDisorder,19072
OTPT,Middle Age,M,2014,18037288.69,MoodDisorder,24181
OTPT,Middle Age,M,2015,20432834.71,MoodDisorder,33190
OTPT,Middle Age,M,2016,20496780.169999998,MoodDisorder,54618
OTPT,Middle Age,M,2017,22381313.150000002,MoodDisorder,70414
OTPT,Middle Age,M,2018,12257608.47,MoodDisorder,39787
OTPT,PreSchool,F,2013,9443598.54,MoodDisorder,536
OTPT,PreSchool,F,2014,9116648.02,MoodDisorder,518
OTPT,PreSchool,F,2015,9352372.799999999,MoodDisorder,677
OTPT,PreSchool,F,2016,9292851.1,MoodDisorder,985
OTPT,PreSchool,F,2017,9506786.88,MoodDisorder,987
OTPT,PreSchool,F,2018,8431096.72,MoodDisorder,810
OTPT,PreSchool,M,2013,11432647.42,MoodDisorder,1173
OTPT,PreSchool,M,2014,11478065.06,MoodDisorder,1247
OTPT,PreSchool,M,2015,12126184.17,MoodDisorder,1223
OTPT,PreSchool,M,2016,12519989.5,MoodDisorder,2087
OTPT,PreSchool,M,2017,12949196.73,MoodDisorder,2165
OTPT,PreSchool,M,2018,11620216.530000001,MoodDisorder,1923
OTPT,Senior,F,2013,2261000.96,MoodDisorder,2244
OTPT,Senior,F,2014,2662182.01,MoodDisorder,3220
OTPT,Senior,F,2015,3016955.72,MoodDisorder,4264
OTPT,Senior,F,2016,3112536.95,MoodDisorder,9484
OTPT,Senior,F,2017,3432754.12,MoodDisorder,14432
OTPT,Senior,F,2018,1539438.19,MoodDisorder,7204
OTPT,Senior,M,2013,949995.81,MoodDisorder,1077
OTPT,Senior,M,2014,1097095.4,MoodDisorder,1387
OTPT,Senior,M,2015,1150833.79,MoodDisorder,1853
OTPT,Senior,M,2016,1276267.36,MoodDisorder,4119
OTPT,Senior,M,2017,1215185.56,MoodDisorder,4424
OTPT,Senior,M,2018,636651.66,MoodDisorder,1633
OTPT,Teen,F,2013,12789215.049999999,MoodDisorder,19809
OTPT,Teen,F,2014,13597983,MoodDisorder,27478
OTPT,Teen,F,2015,16410573.6,MoodDisorder,38922
OTPT,Teen,F,2016,16279688.74,MoodDisorder,59162
OTPT,Teen,F,2017,17356675.02,MoodDisorder,71837
OTPT,Teen,F,2018,16634829.41,MoodDisorder,72472
OTPT,Teen,M,2013,8815627.79,MoodDisorder,11719
OTPT,Teen,M,2014,9786065.12,MoodDisorder,14735
OTPT,Teen,M,2015,11627542.87,MoodDisorder,21064
OTPT,Teen,M,2016,12746829.76,MoodDisorder,31262
OTPT,Teen,M,2017,13475822.32,MoodDisorder,36996
OTPT,Teen,M,2018,11684693.23,MoodDisorder,35841
OTPT,Very Senior,F,2013,101929.39,MoodDisorder,0
OTPT,Very Senior,F,2014,87474.22,MoodDisorder,0
OTPT,Very Senior,F,2015,181963.4,MoodDisorder,115
OTPT,Very Senior,F,2016,267827.55,MoodDisorder,274
OTPT,Very Senior,F,2017,274008.79,MoodDisorder,389
OTPT,Very Senior,F,2018,105769.26,MoodDisorder,196
OTPT,Very Senior,M,2013,67670.32,MoodDisorder,0
OTPT,Very Senior,M,2014,93546.64,MoodDisorder,0
OTPT,Very Senior,M,2015,104413.48,MoodDisorder,64
OTPT,Very Senior,M,2016,148452.52,MoodDisorder,168
OTPT,Very Senior,M,2017,158120.22,MoodDisorder,389
OTPT,Very Senior,M,2018,43727.27,MoodDisorder,268
OTPT,Young Adult,F,2013,41820660.12000001,MoodDisorder,71359
OTPT,Young Adult,F,2014,41813150.64000001,MoodDisorder,84062
OTPT,Young Adult,F,2015,43950173.06000001,MoodDisorder,90775
OTPT,Young Adult,F,2016,42633917.46000001,MoodDisorder,132999
OTPT,Young Adult,F,2017,42571128.2,MoodDisorder,150242
OTPT,Young Adult,F,2018,41223288.32,MoodDisorder,146357
OTPT,Young Adult,M,2013,5450954.71,MoodDisorder,12973
OTPT,Young Adult,M,2014,6185201.93,MoodDisorder,16311
OTPT,Young Adult,M,2015,7264195.72,MoodDisorder,20230
OTPT,Young Adult,M,2016,6906436.54,MoodDisorder,28757
OTPT,Young Adult,M,2017,7185381.24,MoodDisorder,30589
OTPT,Young Adult,M,2018,4910064.38,MoodDisorder,18187
ED,Adult,F,2013,4636688.32,Psychoses,1155
ED,Adult,F,2014,5129488.47,Psychoses,1426
ED,Adult,F,2015,6030988.24,Psychoses,1716
ED,Adult,F,2016,6668044.23,Psychoses,2196
ED,Adult,F,2017,6104549.94,Psychoses,2439
ED,Adult,F,2018,4965974.66,Psychoses,1400
ED,Adult,M,2013,1383879.7,Psychoses,624
ED,Adult,M,2014,1493040.18,Psychoses,761
ED,Adult,M,2015,1691215.83,Psychoses,719
ED,Adult,M,2016,1892196.98,Psychoses,815
ED,Adult,M,2017,1663291.68,Psychoses,928
ED,Adult,M,2018,1142494.86,Psychoses,488
ED,Baby,F,2013,1506181.32,Psychoses,0
ED,Baby,F,2014,1591753.84,Psychoses,0
ED,Baby,F,2015,2179468.78,Psychoses,0
ED,Baby,F,2016,2103045.03,Psychoses,0
ED,Baby,F,2017,2147211.03,Psychoses,3
ED,Baby,F,2018,2139962.34,Psychoses,6
ED,Baby,M,2013,1918688.48,Psychoses,0
ED,Baby,M,2014,1874186.84,Psychoses,0
ED,Baby,M,2015,2518979.01,Psychoses,0
ED,Baby,M,2016,2514023.21,Psychoses,4
ED,Baby,M,2017,2530652.26,Psychoses,3
ED,Baby,M,2018,2485816.2,Psychoses,6
ED,Child,F,2013,1901458.24,Psychoses,9
ED,Child,F,2014,2148463.84,Psychoses,12
ED,Child,F,2015,2673514.23,Psychoses,28
ED,Child,F,2016,2908185.71,Psychoses,130
ED,Child,F,2017,2974904.43,Psychoses,164
ED,Child,F,2018,2880758.78,Psychoses,178
ED,Child,M,2013,2433859.16,Psychoses,5
ED,Child,M,2014,2496700.91,Psychoses,26
ED,Child,M,2015,3116299.37,Psychoses,25
ED,Child,M,2016,3251563.11,Psychoses,160
ED,Child,M,2017,3476490.48,Psychoses,155
ED,Child,M,2018,3166700.21,Psychoses,190
ED,Middle Age,F,2013,2595474.77,Psychoses,759
ED,Middle Age,F,2014,2816801.31,Psychoses,1044
ED,Middle Age,F,2015,3233222.24,Psychoses,1411
ED,Middle Age,F,2016,3601607.53,Psychoses,1687
ED,Middle Age,F,2017,3383271.8,Psychoses,1933
ED,Middle Age,F,2018,1687188.82,Psychoses,904
ED,Middle Age,M,2013,1515062.05,Psychoses,593
ED,Middle Age,M,2014,1733896.68,Psychoses,714
ED,Middle Age,M,2015,1889629.66,Psychoses,701
ED,Middle Age,M,2016,2130585.12,Psychoses,973
ED,Middle Age,M,2017,2086166.55,Psychoses,1039
ED,Middle Age,M,2018,1081621.98,Psychoses,562
ED,PreSchool,F,2013,1041299.14,Psychoses,3
ED,PreSchool,F,2014,999873.52,Psychoses,0
ED,PreSchool,F,2015,1327170.08,Psychoses,2
ED,PreSchool,F,2016,1338599.82,Psychoses,9
ED,PreSchool,F,2017,1303292.38,Psychoses,5
ED,PreSchool,F,2018,1315556.77,Psychoses,1
ED,PreSchool,M,2013,1217668.55,Psychoses,0
ED,PreSchool,M,2014,1262085.22,Psychoses,0
ED,PreSchool,M,2015,1565470.56,Psychoses,0
ED,PreSchool,M,2016,1583737.79,Psychoses,5
ED,PreSchool,M,2017,1617136.44,Psychoses,7
ED,PreSchool,M,2018,1577395.32,Psychoses,12
ED,Senior,F,2013,163132.82,Psychoses,59
ED,Senior,F,2014,229752.53,Psychoses,42
ED,Senior,F,2015,236777.23,Psychoses,48
ED,Senior,F,2016,257888.06,Psychoses,81
ED,Senior,F,2017,259595.61,Psychoses,83
ED,Senior,F,2018,152592.77,Psychoses,60
ED,Senior,M,2013,109377.86,Psychoses,98
ED,Senior,M,2014,120284.48,Psychoses,93
ED,Senior,M,2015,120818.5,Psychoses,92
ED,Senior,M,2016,124722,Psychoses,93
ED,Senior,M,2017,112139.19,Psychoses,73
ED,Senior,M,2018,51383.58,Psychoses,31
ED,Teen,F,2013,2135877.05,Psychoses,45
ED,Teen,F,2014,2473588.95,Psychoses,44
ED,Teen,F,2015,3155328.06,Psychoses,101
ED,Teen,F,2016,3381209.07,Psychoses,319
ED,Teen,F,2017,3451621.76,Psychoses,481
ED,Teen,F,2018,3322323.1,Psychoses,454
ED,Teen,M,2013,1684301.71,Psychoses,68
ED,Teen,M,2014,1655936.46,Psychoses,63
ED,Teen,M,2015,2091976.99,Psychoses,62
ED,Teen,M,2016,2250623.48,Psychoses,210
ED,Teen,M,2017,2169843.33,Psychoses,217
ED,Teen,M,2018,2053367.13,Psychoses,277
ED,Very Senior,F,2013,24011.35,Psychoses,1
ED,Very Senior,F,2014,5662.22,Psychoses,0
ED,Very Senior,F,2015,19915.579999999998,Psychoses,0
ED,Very Senior,F,2016,19223.68,Psychoses,4
ED,Very Senior,F,2017,23762.88,Psychoses,11
ED,Very Senior,F,2018,7034.89,Psychoses,2
ED,Very Senior,M,2013,2711.0099999999998,Psychoses,1
ED,Very Senior,M,2014,2901.05,Psychoses,1
ED,Very Senior,M,2015,9589.12,Psychoses,0
ED,Very Senior,M,2016,10243.94,Psychoses,1
ED,Very Senior,M,2017,5788.57,Psychoses,2
ED,Very Senior,M,2018,9770.33,Psychoses,8
ED,Young Adult,F,2013,7916135.01,Psychoses,763
ED,Young Adult,F,2014,8089249.19,Psychoses,1112
ED,Young Adult,F,2015,9525834.45,Psychoses,1348
ED,Young Adult,F,2016,10470118.09,Psychoses,1812
ED,Young Adult,F,2017,9768073.43,Psychoses,2161
ED,Young Adult,F,2018,8986275.33,Psychoses,1468
ED,Young Adult,M,2013,1184534.76,Psychoses,574
ED,Young Adult,M,2014,1272373.27,Psychoses,684
ED,Young Adult,M,2015,1542323.39,Psychoses,811
ED,Young Adult,M,2016,1671619.83,Psychoses,1174
ED,Young Adult,M,2017,1659066.17,Psychoses,1049
ED,Young Adult,M,2018,1007085.63,Psychoses,496
INPT,Adult,F,2013,16461803.94,Psychoses,304
INPT,Adult,F,2014,19469987.83,Psychoses,361
INPT,Adult,F,2015,22259995.69,Psychoses,429
INPT,Adult,F,2016,21954881.71,Psychoses,450
INPT,Adult,F,2017,19512022.03,Psychoses,538
INPT,Adult,F,2018,14907468.05,Psychoses,270
INPT,Adult,M,2013,7736072.53,Psychoses,205
INPT,Adult,M,2014,7699572.2,Psychoses,250
INPT,Adult,M,2015,8757291.6,Psychoses,216
INPT,Adult,M,2016,10626546.31,Psychoses,296
INPT,Adult,M,2017,10896721.57,Psychoses,319
INPT,Adult,M,2018,5015019.67,Psychoses,161
INPT,Baby,F,2013,16555105.89,Psychoses,0
INPT,Baby,F,2014,15875869.49,Psychoses,0
INPT,Baby,F,2015,18129983.05,Psychoses,0
INPT,Baby,F,2016,18440029.34,Psychoses,0
INPT,Baby,F,2017,14346605.08,Psychoses,0
INPT,Baby,F,2018,19612069.49,Psychoses,0
INPT,Baby,M,2013,15109820.12,Psychoses,0
INPT,Baby,M,2014,16229599.55,Psychoses,0
INPT,Baby,M,2015,21306934.89,Psychoses,0
INPT,Baby,M,2016,18592003.33,Psychoses,1
INPT,Baby,M,2017,22600360.39,Psychoses,0
INPT,Baby,M,2018,18659995.79,Psychoses,2
INPT,Child,F,2013,2777585.94,Psychoses,3
INPT,Child,F,2014,3430252.3,Psychoses,3
INPT,Child,F,2015,4701342.93,Psychoses,11
INPT,Child,F,2016,5405092.01,Psychoses,56
INPT,Child,F,2017,5350544.77,Psychoses,92
INPT,Child,F,2018,4547234.91,Psychoses,90
INPT,Child,M,2013,4530032.13,Psychoses,1
INPT,Child,M,2014,4853282.26,Psychoses,14
INPT,Child,M,2015,5445926.74,Psychoses,10
INPT,Child,M,2016,5558426.33,Psychoses,73
INPT,Child,M,2017,6662601.41,Psychoses,75
INPT,Child,M,2018,7182341.58,Psychoses,97
INPT,Middle Age,F,2013,21876665.29,Psychoses,336
INPT,Middle Age,F,2014,22979314.55,Psychoses,414
INPT,Middle Age,F,2015,25740765.65,Psychoses,407
INPT,Middle Age,F,2016,26454508.75,Psychoses,529
INPT,Middle Age,F,2017,25885326.8,Psychoses,531
INPT,Middle Age,F,2018,13704996.52,Psychoses,330
INPT,Middle Age,M,2013,16136945.33,Psychoses,278
INPT,Middle Age,M,2014,19394542.27,Psychoses,294
INPT,Middle Age,M,2015,20911904.33,Psychoses,317
INPT,Middle Age,M,2016,21338834.16,Psychoses,407
INPT,Middle Age,M,2017,22530203.92,Psychoses,464
INPT,Middle Age,M,2018,11180697.51,Psychoses,255
INPT,PreSchool,F,2013,2471195.27,Psychoses,0
INPT,PreSchool,F,2014,1108688.08,Psychoses,0
INPT,PreSchool,F,2015,1941255.72,Psychoses,1
INPT,PreSchool,F,2016,2076944.23,Psychoses,0
INPT,PreSchool,F,2017,1149509.95,Psychoses,10
INPT,PreSchool,F,2018,1379026.57,Psychoses,0
INPT,PreSchool,M,2013,1740063.69,Psychoses,0
INPT,PreSchool,M,2014,2008181.51,Psychoses,0
INPT,PreSchool,M,2015,1677937.63,Psychoses,0
INPT,PreSchool,M,2016,2469335.25,Psychoses,1
INPT,PreSchool,M,2017,3100235.48,Psychoses,1
INPT,PreSchool,M,2018,1966010.68,Psychoses,1
INPT,Senior,F,2013,1888657.81,Psychoses,34
INPT,Senior,F,2014,1756026.83,Psychoses,37
INPT,Senior,F,2015,2790276.52,Psychoses,43
INPT,Senior,F,2016,3168620.09,Psychoses,57
INPT,Senior,F,2017,3657024.14,Psychoses,66
INPT,Senior,F,2018,1154725.79,Psychoses,24
INPT,Senior,M,2013,1533682.95,Psychoses,23
INPT,Senior,M,2014,1029932.29,Psychoses,27
INPT,Senior,M,2015,1511443.64,Psychoses,35
INPT,Senior,M,2016,1646031.11,Psychoses,28
INPT,Senior,M,2017,1422874.1199999999,Psychoses,43
INPT,Senior,M,2018,572522.59,Psychoses,11
INPT,Teen,F,2013,5234208.77,Psychoses,25
INPT,Teen,F,2014,4972119.84,Psychoses,13
INPT,Teen,F,2015,6480040.43,Psychoses,20
INPT,Teen,F,2016,7931001.15,Psychoses,109
INPT,Teen,F,2017,8635115.58,Psychoses,198
INPT,Teen,F,2018,7534789.5,Psychoses,161
INPT,Teen,M,2013,3206437.61,Psychoses,35
INPT,Teen,M,2014,3608024.63,Psychoses,22
INPT,Teen,M,2015,5318421.99,Psychoses,33
INPT,Teen,M,2016,5272278.84,Psychoses,81
INPT,Teen,M,2017,4593779.69,Psychoses,121
INPT,Teen,M,2018,5607691.3,Psychoses,119
INPT,Very Senior,F,2013,125988.39,Psychoses,2
INPT,Very Senior,F,2014,75667.93000000001,Psychoses,1
INPT,Very Senior,F,2015,277863.04,Psychoses,0
INPT,Very Senior,F,2016,411681.88,Psychoses,1
INPT,Very Senior,F,2017,327487.16,Psychoses,3
INPT,Very Senior,F,2018,80277.66,Psychoses,4
INPT,Very Senior,M,2013,115936.43,Psychoses,3
INPT,Very Senior,M,2014,182940.5,Psychoses,6
INPT,Very Senior,M,2015,174860.23,Psychoses,0
INPT,Very Senior,M,2016,272802.12,Psychoses,3
INPT,Very Senior,M,2017,163682.2,Psychoses,3
INPT,Very Senior,M,2018,74013,Psychoses,2
INPT,Young Adult,F,2013,25930020.31,Psychoses,179
INPT,Young Adult,F,2014,28246204.23,Psychoses,237
INPT,Young Adult,F,2015,28716004.29,Psychoses,276
INPT,Young Adult,F,2016,29129208.9,Psychoses,371
INPT,Young Adult,F,2017,30903516.41,Psychoses,416
INPT,Young Adult,F,2018,28713908.5,Psychoses,315
INPT,Young Adult,M,2013,5766973.61,Psychoses,155
INPT,Young Adult,M,2014,5795279.86,Psychoses,188
INPT,Young Adult,M,2015,7368311.5,Psychoses,252
INPT,Young Adult,M,2016,7263932.05,Psychoses,289
INPT,Young Adult,M,2017,6945169.06,Psychoses,299
INPT,Young Adult,M,2018,4020384.84,Psychoses,167
OTPT,Adult,F,2013,26371180.78,Psychoses,15691
OTPT,Adult,F,2014,29474834.63000001,Psychoses,18018
OTPT,Adult,F,2015,33084137.450000007,Psychoses,19372
OTPT,Adult,F,2016,33341816.86,Psychoses,24877
OTPT,Adult,F,2017,34144283.809999995,Psychoses,31085
OTPT,Adult,F,2018,29378421.610000003,Psychoses,20560
OTPT,Adult,M,2013,8484630.57,Psychoses,11531
OTPT,Adult,M,2014,8993299.81,Psychoses,12613
OTPT,Adult,M,2015,9992523.93,Psychoses,13145
OTPT,Adult,M,2016,10262520.75,Psychoses,17971
OTPT,Adult,M,2017,11108811.040000001,Psychoses,20156
OTPT,Adult,M,2018,8263724.390000001,Psychoses,10747
OTPT,Baby,F,2013,14188620.709999999,Psychoses,0
OTPT,Baby,F,2014,14954701.06,Psychoses,0
OTPT,Baby,F,2015,15614265.27,Psychoses,22
OTPT,Baby,F,2016,15867768.37,Psychoses,0
OTPT,Baby,F,2017,15785849.26,Psychoses,63
OTPT,Baby,F,2018,15113281.69,Psychoses,32
OTPT,Baby,M,2013,17827916.11,Psychoses,0
OTPT,Baby,M,2014,17682270.41,Psychoses,0
OTPT,Baby,M,2015,19558792.229999997,Psychoses,0
OTPT,Baby,M,2016,20121305.68,Psychoses,14
OTPT,Baby,M,2017,20183089.97,Psychoses,7
OTPT,Baby,M,2018,19419288.41,Psychoses,50
OTPT,Child,F,2013,15534524.07,Psychoses,166
OTPT,Child,F,2014,17613377.970000003,Psychoses,157
OTPT,Child,F,2015,20585612.88,Psychoses,400
OTPT,Child,F,2016,21212272.050000004,Psychoses,2287
OTPT,Child,F,2017,23080517.29,Psychoses,3050
OTPT,Child,F,2018,21023541.76,Psychoses,3345
OTPT,Child,M,2013,19483157.939999998,Psychoses,67
OTPT,Child,M,2014,21393184.42,Psychoses,384
OTPT,Child,M,2015,24399274.369999997,Psychoses,409
OTPT,Child,M,2016,25694466.340000007,Psychoses,1967
OTPT,Child,M,2017,28175184.809999995,Psychoses,3034
OTPT,Child,M,2018,23611522,Psychoses,3214
OTPT,Middle Age,F,2013,25297355.14,Psychoses,25491
OTPT,Middle Age,F,2014,27978943.900000006,Psychoses,30229
OTPT,Middle Age,F,2015,32227171.230000004,Psychoses,33976
OTPT,Middle Age,F,2016,32072051.019999996,Psychoses,42194
OTPT,Middle Age,F,2017,34602019.36,Psychoses,46155
OTPT,Middle Age,F,2018,18202307.930000003,Psychoses,24357
OTPT,Middle Age,M,2013,16123964.69,Psychoses,18813
OTPT,Middle Age,M,2014,18037288.69,Psychoses,19103
OTPT,Middle Age,M,2015,20432834.71,Psychoses,22241
OTPT,Middle Age,M,2016,20496780.169999998,Psychoses,28057
OTPT,Middle Age,M,2017,22381313.150000002,Psychoses,31498
OTPT,Middle Age,M,2018,12257608.47,Psychoses,16515
OTPT,PreSchool,F,2013,9443598.54,Psychoses,80
OTPT,PreSchool,F,2014,9116648.02,Psychoses,12
OTPT,PreSchool,F,2015,9352372.799999999,Psychoses,31
OTPT,PreSchool,F,2016,9292851.1,Psychoses,72
OTPT,PreSchool,F,2017,9506786.88,Psychoses,261
OTPT,PreSchool,F,2018,8431096.72,Psychoses,22
OTPT,PreSchool,M,2013,11432647.42,Psychoses,0
OTPT,PreSchool,M,2014,11478065.06,Psychoses,0
OTPT,PreSchool,M,2015,12126184.17,Psychoses,0
OTPT,PreSchool,M,2016,12519989.5,Psychoses,63
OTPT,PreSchool,M,2017,12949196.73,Psychoses,375
OTPT,PreSchool,M,2018,11620216.530000001,Psychoses,620
OTPT,Senior,F,2013,2261000.96,Psychoses,2651
OTPT,Senior,F,2014,2662182.01,Psychoses,2904
OTPT,Senior,F,2015,3016955.72,Psychoses,3365
OTPT,Senior,F,2016,3112536.95,Psychoses,3896
OTPT,Senior,F,2017,3432754.12,Psychoses,5045
OTPT,Senior,F,2018,1539438.19,Psychoses,2546
OTPT,Senior,M,2013,949995.81,Psychoses,2536
OTPT,Senior,M,2014,1097095.4,Psychoses,2278
OTPT,Senior,M,2015,1150833.79,Psychoses,3205
OTPT,Senior,M,2016,1276267.36,Psychoses,3696
OTPT,Senior,M,2017,1215185.56,Psychoses,3855
OTPT,Senior,M,2018,636651.66,Psychoses,1488
OTPT,Teen,F,2013,12789215.049999999,Psychoses,787
OTPT,Teen,F,2014,13597983,Psychoses,647
OTPT,Teen,F,2015,16410573.6,Psychoses,1264
OTPT,Teen,F,2016,16279688.74,Psychoses,3427
OTPT,Teen,F,2017,17356675.02,Psychoses,6018
OTPT,Teen,F,2018,16634829.41,Psychoses,5419
OTPT,Teen,M,2013,8815627.79,Psychoses,879
OTPT,Teen,M,2014,9786065.12,Psychoses,801
OTPT,Teen,M,2015,11627542.87,Psychoses,1157
OTPT,Teen,M,2016,12746829.76,Psychoses,2363
OTPT,Teen,M,2017,13475822.32,Psychoses,3296
OTPT,Teen,M,2018,11684693.23,Psychoses,3247
OTPT,Very Senior,F,2013,101929.39,Psychoses,13
OTPT,Very Senior,F,2014,87474.22,Psychoses,289
OTPT,Very Senior,F,2015,181963.4,Psychoses,293
OTPT,Very Senior,F,2016,267827.55,Psychoses,370
OTPT,Very Senior,F,2017,274008.79,Psychoses,251
OTPT,Very Senior,F,2018,105769.26,Psychoses,332
OTPT,Very Senior,M,2013,67670.32,Psychoses,173
OTPT,Very Senior,M,2014,93546.64,Psychoses,323
OTPT,Very Senior,M,2015,104413.48,Psychoses,310
OTPT,Very Senior,M,2016,148452.52,Psychoses,368
OTPT,Very Senior,M,2017,158120.22,Psychoses,392
OTPT,Very Senior,M,2018,43727.27,Psychoses,248
OTPT,Young Adult,F,2013,41820660.12000001,Psychoses,8528
OTPT,Young Adult,F,2014,41813150.64000001,Psychoses,10385
OTPT,Young Adult,F,2015,43950173.06000001,Psychoses,12068
OTPT,Young Adult,F,2016,42633917.46000001,Psychoses,16297
OTPT,Young Adult,F,2017,42571128.2,Psychoses,19844
OTPT,Young Adult,F,2018,41223288.32,Psychoses,14971
OTPT,Young Adult,M,2013,5450954.71,Psychoses,7314
OTPT,Young Adult,M,2014,6185201.93,Psychoses,7463
OTPT,Young Adult,M,2015,7264195.72,Psychoses,10291
OTPT,Young Adult,M,2016,6906436.54,Psychoses,12439
OTPT,Young Adult,M,2017,7185381.24,Psychoses,13922
OTPT,Young Adult,M,2018,4910064.38,Psychoses,7723
ED,Adult,F,2013,4636688.32,SubstanceAbuse,1071
ED,Adult,F,2014,5129488.47,SubstanceAbuse,1457
ED,Adult,F,2015,6030988.24,SubstanceAbuse,2080
ED,Adult,F,2016,6668044.23,SubstanceAbuse,1848
ED,Adult,F,2017,6104549.94,SubstanceAbuse,1505
ED,Adult,F,2018,4965974.66,SubstanceAbuse,831
ED,Adult,M,2013,1383879.7,SubstanceAbuse,869
ED,Adult,M,2014,1493040.18,SubstanceAbuse,1144
ED,Adult,M,2015,1691215.83,SubstanceAbuse,1107
ED,Adult,M,2016,1892196.98,SubstanceAbuse,1061
ED,Adult,M,2017,1663291.68,SubstanceAbuse,796
ED,Adult,M,2018,1142494.86,SubstanceAbuse,379
ED,Baby,F,2013,1506181.32,SubstanceAbuse,5
ED,Baby,F,2014,1591753.84,SubstanceAbuse,5
ED,Baby,F,2015,2179468.78,SubstanceAbuse,9
ED,Baby,F,2016,2103045.03,SubstanceAbuse,5
ED,Baby,F,2017,2147211.03,SubstanceAbuse,2
ED,Baby,F,2018,2139962.34,SubstanceAbuse,2
ED,Baby,M,2013,1918688.48,SubstanceAbuse,3
ED,Baby,M,2014,1874186.84,SubstanceAbuse,5
ED,Baby,M,2015,2518979.01,SubstanceAbuse,7
ED,Baby,M,2016,2514023.21,SubstanceAbuse,9
ED,Baby,M,2017,2530652.26,SubstanceAbuse,14
ED,Baby,M,2018,2485816.2,SubstanceAbuse,12
ED,Child,F,2013,1901458.24,SubstanceAbuse,7
ED,Child,F,2014,2148463.84,SubstanceAbuse,8
ED,Child,F,2015,2673514.23,SubstanceAbuse,23
ED,Child,F,2016,2908185.71,SubstanceAbuse,10
ED,Child,F,2017,2974904.43,SubstanceAbuse,14
ED,Child,F,2018,2880758.78,SubstanceAbuse,5
ED,Child,M,2013,2433859.16,SubstanceAbuse,4
ED,Child,M,2014,2496700.91,SubstanceAbuse,10
ED,Child,M,2015,3116299.37,SubstanceAbuse,22
ED,Child,M,2016,3251563.11,SubstanceAbuse,9
ED,Child,M,2017,3476490.48,SubstanceAbuse,13
ED,Child,M,2018,3166700.21,SubstanceAbuse,12
ED,Middle Age,F,2013,2595474.77,SubstanceAbuse,660
ED,Middle Age,F,2014,2816801.31,SubstanceAbuse,992
ED,Middle Age,F,2015,3233222.24,SubstanceAbuse,1295
ED,Middle Age,F,2016,3601607.53,SubstanceAbuse,1348
ED,Middle Age,F,2017,3383271.8,SubstanceAbuse,1213
ED,Middle Age,F,2018,1687188.82,SubstanceAbuse,590
ED,Middle Age,M,2013,1515062.05,SubstanceAbuse,1171
ED,Middle Age,M,2014,1733896.68,SubstanceAbuse,1446
ED,Middle Age,M,2015,1889629.66,SubstanceAbuse,1754
ED,Middle Age,M,2016,2130585.12,SubstanceAbuse,1824
ED,Middle Age,M,2017,2086166.55,SubstanceAbuse,1610
ED,Middle Age,M,2018,1081621.98,SubstanceAbuse,676
ED,PreSchool,F,2013,1041299.14,SubstanceAbuse,2
ED,PreSchool,F,2014,999873.52,SubstanceAbuse,6
ED,PreSchool,F,2015,1327170.08,SubstanceAbuse,0
ED,PreSchool,F,2016,1338599.82,SubstanceAbuse,1
ED,PreSchool,F,2017,1303292.38,SubstanceAbuse,0
ED,PreSchool,F,2018,1315556.77,SubstanceAbuse,1
ED,PreSchool,M,2013,1217668.55,SubstanceAbuse,1
ED,PreSchool,M,2014,1262085.22,SubstanceAbuse,2
ED,PreSchool,M,2015,1565470.56,SubstanceAbuse,7
ED,PreSchool,M,2016,1583737.79,SubstanceAbuse,1
ED,PreSchool,M,2017,1617136.44,SubstanceAbuse,1
ED,PreSchool,M,2018,1577395.32,SubstanceAbuse,12
ED,Senior,F,2013,163132.82,SubstanceAbuse,11
ED,Senior,F,2014,229752.53,SubstanceAbuse,9
ED,Senior,F,2015,236777.23,SubstanceAbuse,36
ED,Senior,F,2016,257888.06,SubstanceAbuse,22
ED,Senior,F,2017,259595.61,SubstanceAbuse,42
ED,Senior,F,2018,152592.77,SubstanceAbuse,19
ED,Senior,M,2013,109377.86,SubstanceAbuse,120
ED,Senior,M,2014,120284.48,SubstanceAbuse,145
