"","ED_DISCHARGE_DX_DESC","CODE_1","CODE_P","ED_NOT_NEEDED_PROP","PREVENTABILITY","n"
"34776","Unspecified Eustachian salpingitis, bilateral","H68.003","H68",0,0,10
"34777","Unspecified Eustachian salpingitis, left ear","H68.002","H68",0,0,6
"34778","Unspecified Eustachian salpingitis, right ear","H68.001","H68",0,0,6
"34779","Unspecified Eustachian salpingitis, unspecified ear","H68.009","H68",0,0,1
"34780","Unspecified Eustachian tube disorder","381.9","381",0,0,280
"34781","Unspecified Eustachian tube disorder, bilateral","H69.93","H69",0,0,511
"34782","Unspecified Eustachian tube disorder, left ear","H69.92","H69",0,0,161
"34783","Unspecified Eustachian tube disorder, right ear","H69.91","H69",0,0,143
"34784","Unspecified Eustachian tube disorder, unspecified ear","H69.90","H69",0,0,86
"34785","Unspecified examination","V72.9","V72",1,0,94
"34786","Unspecified exophthalmos","H05.20","H05",0,0,46
"34787","Unspecified exotropia","H50.10","H50",0,0,950
"34788","Unspecified external cause status","Y99.9","Y99",0,0,1
"34789","Unspecified extrapyramidal disease and abnormal movement disorder","333.90","333",0,0,93
"34790","Unspecified failed forceps or vacuum extractor, antepartum condition or complication","660.73","660",0,0,1
"34791","Unspecified failed forceps or vacuum extractor, delivered, with or without mention of antepartum condition","660.71","660",0,0,6
"34792","Unspecified failed trial of labor, antepartum condition or complication","660.63","660",0,0,13
"34793","Unspecified failed trial of labor, delivered, with or without mention of antepartum condition","660.61","660",0,0,194
"34794","Unspecified failed trial of labor, unspecified as to episode of care or not applicable","660.60","660",0,0,3
"34795","Unspecified fall","E88.89","E88",0,0,61
"34796","Unspecified fall","E888.9","E888",0,0,1
"34797","Unspecified fall, initial encounter","W19.XXXA","W19",0,0,37
"34798","Unspecified fall, sequela","W19.XXXS","W19",0,0,2
"34799","Unspecified fall, subsequent encounter","W19.XXXD","W19",0,0,1
"34800","Unspecified family circumstance","V61.9","V61",0,0,68
"34801","Unspecified fascicular block","I44.60","I44",0,0,3
"34802","Unspecified fetal and neonatal jaundice","774.6","774",0,0,5791
"34803","Unspecified fetal and placental problem, affecting management of mother, antepartum condition or complication","656.93","656",0,0,466
"34804","Unspecified fetal and placental problem, affecting management of mother, delivered, with or without mention of antepartum condition","656.91","656",0,0,73
"34805","Unspecified fetal and placental problem, affecting management of mother, unspecified as to episode of care or not applicable","656.90","656",0,0,135
"34806","Unspecified firearm discharge, undetermined intent, initial encounter","Y24.9XXA","Y24",0,0,4
"34807","Unspecified fistula involving female genital tract","619.9","619",0,0,5
"34808","Unspecified focal chorioretinal inflammation, bilateral","H30.003","H30",0,0,8
"34809","Unspecified focal chorioretinal inflammation, right eye","H30.001","H30",0,0,1
"34810","Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, initial encounter","S06.301A","S06",0,0,7
"34811","Unspecified focal traumatic brain injury with loss of consciousness of 30 minutes or less, subsequent encounter","S06.301D","S06",1,0,1
"34812","Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, initial encounter","S06.309A","S06",0,0,33
"34813","Unspecified focal traumatic brain injury with loss of consciousness of unspecified duration, subsequent encounter","S06.309D","S06",1,0,3
"34814","Unspecified focal traumatic brain injury without loss of consciousness, initial encounter","S06.300A","S06",0,0,27
"34815","Unspecified focal traumatic brain injury without loss of consciousness, sequela","S06.300S","S06",0,0,5
"34816","Unspecified follow-up examination","V67.9","V67",1,0,5017
"34817","Unspecified follow-up examination_NA","V67.9","V67",1,0,1
"34818","Unspecified foreign body in bronchus causing asphyxiation, initial encounter","T17.500A","T17",0,0,1
"34819","Unspecified foreign body in bronchus causing other injury, initial encounter","T17.508A","T17",0,0,6
"34820","Unspecified foreign body in esophagus causing compression of trachea, initial encounter","T18.100A","T18",0,0,19
"34821","Unspecified foreign body in esophagus causing other injury, initial encounter","T18.108A","T18",0,0,300
"34822","Unspecified foreign body in esophagus causing other injury, sequela","T18.108S","T18",0,0,3
"34823","Unspecified foreign body in larynx causing asphyxiation, initial encounter","T17.300A","T17",0,0,18
"34824","Unspecified foreign body in larynx causing other injury, initial encounter","T17.308A","T17",0,0,56
"34825","Unspecified foreign body in larynx causing other injury, sequela","T17.308S","T17",0,0,3
"34826","Unspecified foreign body in larynx causing other injury, subsequent encounter","T17.308D","T17",1,0,3
"34827","Unspecified foreign body in other parts of respiratory tract causing asphyxiation, initial encounter","T17.800A","T17",0,0,2
"34828","Unspecified foreign body in other parts of respiratory tract causing other injury, initial encounter","T17.808A","T17",0,0,6
"34829","Unspecified foreign body in other parts of respiratory tract causing other injury, subsequent encounter","T17.808D","T17",1,0,3
"34830","Unspecified foreign body in pharynx causing asphyxiation, initial encounter","T17.200A","T17",0,0,42
"34831","Unspecified foreign body in pharynx causing other injury, initial encounter","T17.208A","T17",0,0,49
"34832","Unspecified foreign body in pharynx causing other injury, sequela","T17.208S","T17",0,0,1
"34833","Unspecified foreign body in pharynx causing other injury, subsequent encounter","T17.208D","T17",1,0,8
"34834","Unspecified foreign body in respiratory tract, part unspecified causing asphyxiation, initial encounter","T17.900A","T17",0,0,39
"34835","Unspecified foreign body in respiratory tract, part unspecified causing asphyxiation, subsequent encounter","T17.900D","T17",1,0,1
"34836","Unspecified foreign body in respiratory tract, part unspecified causing other injury, initial encounter","T17.908A","T17",0,0,113
"34837","Unspecified foreign body in respiratory tract, part unspecified causing other injury, sequela","T17.908S","T17",0,0,4
"34838","Unspecified foreign body in respiratory tract, part unspecified causing other injury, subsequent encounter","T17.908D","T17",1,0,13
"34839","Unspecified fracture of ankle, closed","824.8","824",0,0,4180
"34840","Unspecified fracture of ankle, closed_NA","824.8","824",0,0,2
"34841","Unspecified fracture of ankle, open","824.9","824",0,0,79
"34842","Unspecified fracture of base of skull, initial encounter for closed fracture","S02.10XA","S02",0,0,26
"34843","Unspecified fracture of base of skull, sequela","S02.10XS","S02",0,0,1
"34844","Unspecified fracture of base of skull, subsequent encounter for fracture with routine healing","S02.10XD","S02",0,0,3
"34845","Unspecified fracture of facial bones, initial encounter for closed fracture","S02.92XA","S02",0,0,70
"34846","Unspecified fracture of facial bones, initial encounter for open fracture","S02.92XB","S02",0,0,11
"34847","Unspecified fracture of facial bones, sequela","S02.92XS","S02",0,0,1
"34848","Unspecified fracture of facial bones, subsequent encounter for fracture with delayed healing","S02.92XG","S02",0,0,2
"34849","Unspecified fracture of facial bones, subsequent encounter for fracture with routine healing","S02.92XD","S02",0,0,7
"34850","Unspecified fracture of fifth lumbar vertebra, initial encounter for closed fracture","S32.059A","S32",0,0,18
"34851","Unspecified fracture of fifth lumbar vertebra, subsequent encounter for fracture with routine healing","S32.059D","S32",0,0,7
"34852","Unspecified fracture of fifth metacarpal bone, left hand, initial encounter for closed fracture","S62.307A","S62",0,0,90
"34853","Unspecified fracture of fifth metacarpal bone, left hand, sequela","S62.307S","S62",0,0,2
"34854","Unspecified fracture of fifth metacarpal bone, left hand, subsequent encounter for fracture with malunion","S62.307P","S62",0,0,4
"34855","Unspecified fracture of fifth metacarpal bone, left hand, subsequent encounter for fracture with routine healing","S62.307D","S62",0,0,29
"34856","Unspecified fracture of fifth metacarpal bone, right hand, initial encounter for closed fracture","S62.306A","S62",0,0,415
"34857","Unspecified fracture of fifth metacarpal bone, right hand, initial encounter for open fracture","S62.306B","S62",0,0,1
"34858","Unspecified fracture of fifth metacarpal bone, right hand, sequela","S62.306S","S62",0,0,8
"34859","Unspecified fracture of fifth metacarpal bone, right hand, subsequent encounter for fracture with delayed healing","S62.306G","S62",0,0,1
"34860","Unspecified fracture of fifth metacarpal bone, right hand, subsequent encounter for fracture with routine healing","S62.306D","S62",0,0,131
"34861","Unspecified fracture of first lumbar vertebra, initial encounter for closed fracture","S32.019A","S32",0,0,57
"34862","Unspecified fracture of first lumbar vertebra, sequela","S32.019S","S32",0,0,1
"34863","Unspecified fracture of first lumbar vertebra, subsequent encounter for fracture with routine healing","S32.019D","S32",0,0,16
"34864","Unspecified fracture of first metacarpal bone, left hand, initial encounter for closed fracture","S62.202A","S62",0,0,12
"34865","Unspecified fracture of first metacarpal bone, left hand, initial encounter for open fracture","S62.202B","S62",0,0,2
"34866","Unspecified fracture of first metacarpal bone, left hand, subsequent encounter for fracture with nonunion","S62.202K","S62",0,0,1
"34867","Unspecified fracture of first metacarpal bone, left hand, subsequent encounter for fracture with routine healing","S62.202D","S62",0,0,18
"34868","Unspecified fracture of first metacarpal bone, right hand, initial encounter for closed fracture","S62.201A","S62",0,0,45
"34869","Unspecified fracture of first metacarpal bone, right hand, initial encounter for open fracture","S62.201B","S62",0,0,2
"34870","Unspecified fracture of first metacarpal bone, right hand, sequela","S62.201S","S62",0,0,1
"34871","Unspecified fracture of first metacarpal bone, right hand, subsequent encounter for fracture with routine healing","S62.201D","S62",0,0,8
"34872","Unspecified fracture of first thoracic vertebra, initial encounter for closed fracture","S22.019A","S22",0,0,7
"34873","Unspecified fracture of fourth lumbar vertebra, initial encounter for closed fracture","S32.049A","S32",0,0,8
"34874","Unspecified fracture of fourth lumbar vertebra, subsequent encounter for fracture with routine healing","S32.049D","S32",0,0,12
"34875","Unspecified fracture of fourth metacarpal bone, left hand, initial encounter for closed fracture","S62.305A","S62",0,0,19
"34876","Unspecified fracture of fourth metacarpal bone, left hand, sequela","S62.305S","S62",0,0,1
"34877","Unspecified fracture of fourth metacarpal bone, left hand, subsequent encounter for fracture with routine healing","S62.305D","S62",0,0,10
"34878","Unspecified fracture of fourth metacarpal bone, right hand, initial encounter for closed fracture","S62.304A","S62",0,0,98
"34879","Unspecified fracture of fourth metacarpal bone, right hand, initial encounter for open fracture","S62.304B","S62",0,0,3
"34880","Unspecified fracture of fourth metacarpal bone, right hand, subsequent encounter for fracture with routine healing","S62.304D","S62",0,0,53
"34881","Unspecified fracture of fourth thoracic vertebra, initial encounter for closed fracture","S22.049A","S22",0,0,10
"34882","Unspecified fracture of fourth thoracic vertebra, subsequent encounter for fracture with routine healing","S22.049D","S22",0,0,1
"34883","Unspecified fracture of head of left femur, initial encounter for closed fracture","S72.052A","S72",0,0,4
"34884","Unspecified fracture of head of left femur, subsequent encounter for closed fracture with routine healing","S72.052D","S72",0,0,1
"34885","Unspecified fracture of head of right femur, initial encounter for closed fracture","S72.051A","S72",0,0,9
"34886","Unspecified fracture of head of right femur, initial encounter for open fracture type I or II","S72.051B","S72",0,0,2
"34887","Unspecified fracture of head of right femur, subsequent encounter for closed fracture with delayed healing","S72.051G","S72",0,0,1
"34888","Unspecified fracture of head of right femur, subsequent encounter for closed fracture with routine healing","S72.051D","S72",0,0,13
"34889","Unspecified fracture of head of unspecified femur, initial encounter for closed fracture","S72.059A","S72",0,0,1
"34890","Unspecified fracture of head of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC","S72.059C","S72",0,0,1
"34891","Unspecified fracture of left acetabulum, initial encounter for closed fracture","S32.402A","S32",0,0,39
"34892","Unspecified fracture of left acetabulum, sequela","S32.402S","S32",0,0,1
"34893","Unspecified fracture of left acetabulum, subsequent encounter for fracture with routine healing","S32.402D","S32",0,0,42
"34894","Unspecified fracture of left calcaneus, initial encounter for closed fracture","S92.002A","S92",0,0,64
"34895","Unspecified fracture of left calcaneus, sequela","S92.002S","S92",0,0,3
"34896","Unspecified fracture of left calcaneus, subsequent encounter for fracture with malunion","S92.002P","S92",0,0,3
"34897","Unspecified fracture of left calcaneus, subsequent encounter for fracture with nonunion","S92.002K","S92",0,0,2
"34898","Unspecified fracture of left calcaneus, subsequent encounter for fracture with routine healing","S92.002D","S92",0,0,41
"34899","Unspecified fracture of left femur, initial encounter for closed fracture","S72.92XA","S72",0,0,57
"34900","Unspecified fracture of left femur, initial encounter for open fracture type I or II","S72.92XB","S72",0,0,2
"34901","Unspecified fracture of left femur, sequela","S72.92XS","S72",0,0,6
"34902","Unspecified fracture of left femur, subsequent encounter for closed fracture with delayed healing","S72.92XG","S72",0,0,6
"34903","Unspecified fracture of left femur, subsequent encounter for closed fracture with malunion","S72.92XP","S72",0,0,2
"34904","Unspecified fracture of left femur, subsequent encounter for closed fracture with nonunion","S72.92XK","S72",0,0,1
"34905","Unspecified fracture of left femur, subsequent encounter for closed fracture with routine healing","S72.92XD","S72",0,0,92
"34906","Unspecified fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing","S72.92XF","S72",0,0,1
"34907","Unspecified fracture of left foot, initial encounter for closed fracture","S92.902A","S92",0,0,99
"34908","Unspecified fracture of left foot, initial encounter for open fracture","S92.902B","S92",0,0,17
"34909","Unspecified fracture of left foot, sequela","S92.902S","S92",0,0,4
"34910","Unspecified fracture of left foot, subsequent encounter for fracture with delayed healing","S92.902G","S92",0,0,2
"34911","Unspecified fracture of left foot, subsequent encounter for fracture with nonunion","S92.902K","S92",0,0,2
"34912","Unspecified fracture of left foot, subsequent encounter for fracture with routine healing","S92.902D","S92",0,0,50
"34913","Unspecified fracture of left forearm, initial encounter for closed fracture","S52.92XA","S52",0,0,278
"34914","Unspecified fracture of left forearm, initial encounter for open fracture type I or II","S52.92XB","S52",0,0,7
"34915","Unspecified fracture of left forearm, sequela","S52.92XS","S52",0,0,7
"34916","Unspecified fracture of left forearm, subsequent encounter for closed fracture with delayed healing","S52.92XG","S52",0,0,4
"34917","Unspecified fracture of left forearm, subsequent encounter for closed fracture with malunion","S52.92XP","S52",0,0,1
"34918","Unspecified fracture of left forearm, subsequent encounter for closed fracture with nonunion","S52.92XK","S52",0,0,1
"34919","Unspecified fracture of left forearm, subsequent encounter for closed fracture with routine healing","S52.92XD","S52",0,0,241
"34920","Unspecified fracture of left forearm, subsequent encounter for open fracture type I or II with routine healing","S52.92XE","S52",0,0,2
"34921","Unspecified fracture of left ilium, initial encounter for closed fracture","S32.302A","S32",0,0,15
"34922","Unspecified fracture of left lower leg, initial encounter for closed fracture","S82.92XA","S82",0,0,42
"34923","Unspecified fracture of left lower leg, initial encounter for open fracture type I or II","S82.92XB","S82",0,0,1
"34924","Unspecified fracture of left lower leg, sequela","S82.92XS","S82",0,0,4
"34925","Unspecified fracture of left lower leg, subsequent encounter for closed fracture with routine healing","S82.92XD","S82",0,0,22
"34926","Unspecified fracture of left patella, initial encounter for closed fracture","S82.002A","S82",0,0,115
"34927","Unspecified fracture of left patella, sequela","S82.002S","S82",0,0,6
"34928","Unspecified fracture of left patella, subsequent encounter for closed fracture with nonunion","S82.002K","S82",0,0,1
"34929","Unspecified fracture of left patella, subsequent encounter for closed fracture with routine healing","S82.002D","S82",0,0,45
"34930","Unspecified fracture of left pubis, initial encounter for closed fracture","S32.502A","S32",0,0,18
"34931","Unspecified fracture of left pubis, subsequent encounter for fracture with routine healing","S32.502D","S32",0,0,9
"34932","Unspecified fracture of left talus, initial encounter for closed fracture","S92.102A","S92",0,0,19
"34933","Unspecified fracture of left talus, initial encounter for open fracture","S92.102B","S92",0,0,6
"34934","Unspecified fracture of left talus, sequela","S92.102S","S92",0,0,1
"34935","Unspecified fracture of left talus, subsequent encounter for fracture with nonunion","S92.102K","S92",0,0,3
"34936","Unspecified fracture of left talus, subsequent encounter for fracture with routine healing","S92.102D","S92",0,0,15
"34937","Unspecified fracture of left toe(s), initial encounter for closed fracture","S92.912A","S92",0,0,105
"34938","Unspecified fracture of left toe(s), initial encounter for open fracture","S92.912B","S92",0,0,8
"34939","Unspecified fracture of left toe(s), subsequent encounter for fracture with routine healing","S92.912D","S92",0,0,11
"34940","Unspecified fracture of left wrist and hand, initial encounter for closed fracture","S62.92XA","S62",0,0,49
"34941","Unspecified fracture of left wrist and hand, initial encounter for open fracture","S62.92XB","S62",0,0,6
"34942","Unspecified fracture of left wrist and hand, sequela","S62.92XS","S62",0,0,5
"34943","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with delayed healing","S62.92XG","S62",0,0,1
"34944","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with nonunion","S62.92XK","S62",0,0,4
"34945","Unspecified fracture of left wrist and hand, subsequent encounter for fracture with routine healing","S62.92XD","S62",0,0,22
"34946","Unspecified fracture of lower end of left femur, initial encounter for closed fracture","S72.402A","S72",0,0,48
"34947","Unspecified fracture of lower end of left femur, initial encounter for open fracture type I or II","S72.402B","S72",0,0,2
"34948","Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with nonunion","S72.402K","S72",0,0,3
"34949","Unspecified fracture of lower end of left femur, subsequent encounter for closed fracture with routine healing","S72.402D","S72",0,0,102
"34950","Unspecified fracture of lower end of left humerus, initial encounter for closed fracture","S42.402A","S42",0,0,290
"34951","Unspecified fracture of lower end of left humerus, initial encounter for open fracture","S42.402B","S42",0,0,2
"34952","Unspecified fracture of lower end of left humerus, sequela","S42.402S","S42",0,0,15
"34953","Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with malunion","S42.402P","S42",0,0,7
"34954","Unspecified fracture of lower end of left humerus, subsequent encounter for fracture with routine healing","S42.402D","S42",0,0,146
"34955","Unspecified fracture of lower end of left tibia, initial encounter for closed fracture","S82.302A","S82",0,0,174
"34956","Unspecified fracture of lower end of left tibia, initial encounter for open fracture type I or II","S82.302B","S82",0,0,1
"34957","Unspecified fracture of lower end of left tibia, sequela","S82.302S","S82",0,0,18
"34958","Unspecified fracture of lower end of left tibia, subsequent encounter for closed fracture with nonunion","S82.302K","S82",0,0,2
"34959","Unspecified fracture of lower end of left tibia, subsequent encounter for closed fracture with routine healing","S82.302D","S82",0,0,131
"34960","Unspecified fracture of lower end of left tibia, subsequent encounter for open fracture type I or II with routine healing","S82.302E","S82",0,0,1
"34961","Unspecified fracture of lower end of left ulna, initial encounter for closed fracture","S52.602A","S52",0,0,82
"34962","Unspecified fracture of lower end of left ulna, initial encounter for open fracture type I or II","S52.602B","S52",0,0,2
"34963","Unspecified fracture of lower end of left ulna, sequela","S52.602S","S52",0,0,1
"34964","Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with delayed healing","S52.602G","S52",0,0,1
"34965","Unspecified fracture of lower end of left ulna, subsequent encounter for closed fracture with routine healing","S52.602D","S52",0,0,30
"34966","Unspecified fracture of lower end of right femur, initial encounter for closed fracture","S72.401A","S72",0,0,111
"34967","Unspecified fracture of lower end of right femur, initial encounter for open fracture type I or II","S72.401B","S72",0,0,1
"34968","Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with nonunion","S72.401K","S72",0,0,2
"34969","Unspecified fracture of lower end of right femur, subsequent encounter for closed fracture with routine healing","S72.401D","S72",0,0,102
"34970","Unspecified fracture of lower end of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","S72.401N","S72",0,0,2
"34971","Unspecified fracture of lower end of right humerus, initial encounter for closed fracture","S42.401A","S42",0,0,254
"34972","Unspecified fracture of lower end of right humerus, initial encounter for open fracture","S42.401B","S42",0,0,2
"34973","Unspecified fracture of lower end of right humerus, sequela","S42.401S","S42",0,0,2
"34974","Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with delayed healing","S42.401G","S42",0,0,1
"34975","Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with routine healing","S42.401D","S42",0,0,94
"34976","Unspecified fracture of lower end of right tibia, initial encounter for closed fracture","S82.301A","S82",0,0,225
"34977","Unspecified fracture of lower end of right tibia, initial encounter for open fracture type I or II","S82.301B","S82",0,0,6
"34978","Unspecified fracture of lower end of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC","S82.301C","S82",0,0,1
"34979","Unspecified fracture of lower end of right tibia, sequela","S82.301S","S82",0,0,15
"34980","Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with delayed healing","S82.301G","S82",0,0,3
"34981","Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with malunion","S82.301P","S82",0,0,3
"34982","Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with nonunion","S82.301K","S82",0,0,5
"34983","Unspecified fracture of lower end of right tibia, subsequent encounter for closed fracture with routine healing","S82.301D","S82",0,0,146
"34984","Unspecified fracture of lower end of right tibia, subsequent encounter for open fracture type I or II with nonunion","S82.301M","S82",0,0,1
"34985","Unspecified fracture of lower end of right tibia, subsequent encounter for open fracture type I or II with routine healing","S82.301E","S82",0,0,13
"34986","Unspecified fracture of lower end of right ulna, initial encounter for closed fracture","S52.601A","S52",0,0,100
"34987","Unspecified fracture of lower end of right ulna, initial encounter for open fracture type I or II","S52.601B","S52",0,0,2
"34988","Unspecified fracture of lower end of right ulna, sequela","S52.601S","S52",0,0,2
"34989","Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with nonunion","S52.601K","S52",0,0,2
"34990","Unspecified fracture of lower end of right ulna, subsequent encounter for closed fracture with routine healing","S52.601D","S52",0,0,55
"34991","Unspecified fracture of lower end of right ulna, subsequent encounter for open fracture type I or II with routine healing","S52.601E","S52",0,0,3
"34992","Unspecified fracture of lower end of unspecified femur, initial encounter for closed fracture","S72.409A","S72",0,0,8
"34993","Unspecified fracture of lower end of unspecified humerus, initial encounter for closed fracture","S42.409A","S42",0,0,33
"34994","Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with delayed healing","S42.409G","S42",0,0,2
"34995","Unspecified fracture of lower end of unspecified humerus, subsequent encounter for fracture with routine healing","S42.409D","S42",0,0,6
"34996","Unspecified fracture of lower end of unspecified tibia, initial encounter for closed fracture","S82.309A","S82",0,0,13
"34997","Unspecified fracture of lower end of unspecified tibia, subsequent encounter for closed fracture with nonunion","S82.309K","S82",0,0,1
"34998","Unspecified fracture of lower end of unspecified tibia, subsequent encounter for closed fracture with routine healing","S82.309D","S82",0,0,4
"34999","Unspecified fracture of lower end of unspecified ulna, initial encounter for closed fracture","S52.609A","S52",0,0,9
"35000","Unspecified fracture of lower end of unspecified ulna, subsequent encounter for closed fracture with routine healing","S52.609D","S52",0,0,1
"35001","Unspecified fracture of navicular [scaphoid] bone of left wrist, initial encounter for closed fracture","S62.002A","S62",0,0,94
"35002","Unspecified fracture of navicular [scaphoid] bone of left wrist, initial encounter for open fracture","S62.002B","S62",0,0,1
"35003","Unspecified fracture of navicular [scaphoid] bone of left wrist, sequela","S62.002S","S62",0,0,2
"35004","Unspecified fracture of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with delayed healing","S62.002G","S62",0,0,4
"35005","Unspecified fracture of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with nonunion","S62.002K","S62",0,0,8
"35006","Unspecified fracture of navicular [scaphoid] bone of left wrist, subsequent encounter for fracture with routine healing","S62.002D","S62",0,0,41
"35007","Unspecified fracture of navicular [scaphoid] bone of right wrist, initial encounter for closed fracture","S62.001A","S62",0,0,112
"35008","Unspecified fracture of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with delayed healing","S62.001G","S62",0,0,3
"35009","Unspecified fracture of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with malunion","S62.001P","S62",0,0,2
"35010","Unspecified fracture of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with nonunion","S62.001K","S62",0,0,20
"35011","Unspecified fracture of navicular [scaphoid] bone of right wrist, subsequent encounter for fracture with routine healing","S62.001D","S62",0,0,56
"35012","Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, initial encounter for closed fracture","S62.009A","S62",0,0,7
"35013","Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, sequela","S62.009S","S62",0,0,2
"35014","Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with nonunion","S62.009K","S62",0,0,1
"35015","Unspecified fracture of navicular [scaphoid] bone of unspecified wrist, subsequent encounter for fracture with routine healing","S62.009D","S62",0,0,2
"35016","Unspecified fracture of occiput, initial encounter for closed fracture","S02.119A","S02",0,0,47
"35017","Unspecified fracture of occiput, subsequent encounter for fracture with routine healing","S02.119D","S02",0,0,5
"35018","Unspecified fracture of other metacarpal bone, initial encounter for closed fracture","S62.308A","S62",0,0,33
"35019","Unspecified fracture of other metacarpal bone, sequela","S62.308S","S62",0,0,1
"35020","Unspecified fracture of other metacarpal bone, subsequent encounter for fracture with delayed healing","S62.308G","S62",0,0,1
"35021","Unspecified fracture of other metacarpal bone, subsequent encounter for fracture with malunion","S62.308P","S62",0,0,1
"35022","Unspecified fracture of other metacarpal bone, subsequent encounter for fracture with routine healing","S62.308D","S62",0,0,12
"35023","Unspecified fracture of right acetabulum, initial encounter for closed fracture","S32.401A","S32",0,0,77
"35024","Unspecified fracture of right acetabulum, initial encounter for open fracture","S32.401B","S32",0,0,2
"35025","Unspecified fracture of right acetabulum, sequela","S32.401S","S32",0,0,1
"35026","Unspecified fracture of right acetabulum, subsequent encounter for fracture with routine healing","S32.401D","S32",0,0,63
"35027","Unspecified fracture of right calcaneus, initial encounter for closed fracture","S92.001A","S92",0,0,97
"35028","Unspecified fracture of right calcaneus, sequela","S92.001S","S92",0,0,3
"35029","Unspecified fracture of right calcaneus, subsequent encounter for fracture with malunion","S92.001P","S92",0,0,1
"35030","Unspecified fracture of right calcaneus, subsequent encounter for fracture with nonunion","S92.001K","S92",0,0,4
"35031","Unspecified fracture of right calcaneus, subsequent encounter for fracture with routine healing","S92.001D","S92",0,0,55
"35032","Unspecified fracture of right femur, initial encounter for closed fracture","S72.91XA","S72",0,0,127
"35033","Unspecified fracture of right femur, initial encounter for open fracture type I or II","S72.91XB","S72",0,0,7
"35034","Unspecified fracture of right femur, sequela","S72.91XS","S72",0,0,26
"35035","Unspecified fracture of right femur, subsequent encounter for closed fracture with nonunion","S72.91XK","S72",0,0,2
"35036","Unspecified fracture of right femur, subsequent encounter for closed fracture with routine healing","S72.91XD","S72",0,0,69
"35037","Unspecified fracture of right femur, subsequent encounter for open fracture type I or II with routine healing","S72.91XE","S72",0,0,3
"35038","Unspecified fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion","S72.91XN","S72",0,0,5
"35039","Unspecified fracture of right foot, initial encounter for closed fracture","S92.901A","S92",0,0,96
"35040","Unspecified fracture of right foot, initial encounter for open fracture","S92.901B","S92",0,0,2
"35041","Unspecified fracture of right foot, sequela","S92.901S","S92",0,0,7
"35042","Unspecified fracture of right foot, subsequent encounter for fracture with delayed healing","S92.901G","S92",0,0,2
"35043","Unspecified fracture of right foot, subsequent encounter for fracture with nonunion","S92.901K","S92",0,0,3
"35044","Unspecified fracture of right foot, subsequent encounter for fracture with routine healing","S92.901D","S92",0,0,43
"35045","Unspecified fracture of right forearm, initial encounter for closed fracture","S52.91XA","S52",0,0,256
"35046","Unspecified fracture of right forearm, initial encounter for open fracture type I or II","S52.91XB","S52",0,0,6
"35047","Unspecified fracture of right forearm, sequela","S52.91XS","S52",0,0,4
"35048","Unspecified fracture of right forearm, subsequent encounter for closed fracture with delayed healing","S52.91XG","S52",0,0,5
"35049","Unspecified fracture of right forearm, subsequent encounter for closed fracture with routine healing","S52.91XD","S52",0,0,180
"35050","Unspecified fracture of right forearm, subsequent encounter for open fracture type I or II with routine healing","S52.91XE","S52",0,0,12
"35051","Unspecified fracture of right ilium, initial encounter for closed fracture","S32.301A","S32",0,0,7
"35052","Unspecified fracture of right ilium, subsequent encounter for fracture with routine healing","S32.301D","S32",0,0,3
"35053","Unspecified fracture of right ischium, initial encounter for closed fracture","S32.601A","S32",0,0,6
"35054","Unspecified fracture of right lower leg, initial encounter for closed fracture","S82.91XA","S82",0,0,66
"35055","Unspecified fracture of right lower leg, initial encounter for open fracture type I or II","S82.91XB","S82",0,0,9
"35056","Unspecified fracture of right lower leg, sequela","S82.91XS","S82",0,0,1
"35057","Unspecified fracture of right lower leg, subsequent encounter for closed fracture with delayed healing","S82.91XG","S82",0,0,1
"35058","Unspecified fracture of right lower leg, subsequent encounter for closed fracture with routine healing","S82.91XD","S82",0,0,38
